Year,Month,Price,Dividend,Earnings,CPI,GS10,Real Price,Real Dividend,Real Earnings
1943,5,11.89,0.59,1.09,17.50,2.47,164.08,8.14,15.04
1943,6,12.10,0.59,1.10,17.50,2.47,166.97,8.14,15.18
1943,7,12.35,0.59,1.09,17.40,2.48,171.40,8.23,15.17
1943,8,11.74,0.60,1.09,17.30,2.48,163.88,8.33,15.17
1943,9,11.99,0.60,1.08,17.40,2.48,166.41,8.33,14.99
1943,10,11.88,0.60,1.03,17.40,2.48,164.88,8.37,14.34
1943,11,11.33,0.61,0.99,17.40,2.48,157.25,8.42,13.69
1943,12,11.48,0.61,0.94,17.40,2.48,159.33,8.47,13.05
1944,1,11.85,0.61,0.94,17.40,2.48,164.46,8.51,13.00
1944,2,11.77,0.62,0.93,17.40,2.47,163.35,8.56,12.95
1944,3,12.10,0.62,0.93,17.40,2.46,167.93,8.60,12.91
1944,4,11.89,0.62,0.93,17.50,2.45,164.08,8.60,12.79
1944,5,12.10,0.63,0.92,17.50,2.44,166.97,8.65,12.74
1944,6,12.67,0.63,0.92,17.60,2.43,173.85,8.64,12.62
1944,7,13.00,0.63,0.91,17.70,2.43,177.37,8.64,12.46
1944,8,12.81,0.64,0.91,17.70,2.42,174.77,8.69,12.37
1944,9,12.60,0.64,0.90,17.70,2.41,171.91,8.73,12.28
1944,10,12.91,0.64,0.91,17.70,2.40,176.14,8.73,12.42
1944,11,12.82,0.64,0.92,17.70,2.39,174.91,8.73,12.55
1944,12,13.10,0.64,0.93,17.80,2.38,177.73,8.68,12.62
1945,1,13.49,0.64,0.94,17.80,2.37,183.02,8.73,12.75
1945,2,13.94,0.65,0.95,17.80,2.36,189.12,8.77,12.89
1945,3,13.93,0.65,0.96,17.80,2.34,188.99,8.82,13.02
1945,4,14.28,0.65,0.97,17.80,2.33,193.74,8.82,13.21
1945,5,14.82,0.65,0.99,17.90,2.31,199.94,8.77,13.31
1945,6,15.09,0.65,1.00,18.10,2.30,201.33,8.67,13.34
1945,7,14.78,0.65,1.00,18.10,2.28,197.20,8.72,13.30
1945,8,14.83,0.66,0.99,18.10,2.27,197.86,8.76,13.25
1945,9,15.84,0.66,0.99,18.10,2.25,211.34,8.81,13.21
1945,10,16.50,0.66,0.98,18.10,2.24,220.14,8.81,13.08
1945,11,17.04,0.66,0.97,18.10,2.22,227.35,8.81,12.94
1945,12,17.33,0.66,0.96,18.20,2.21,229.95,8.76,12.74
1946,1,18.02,0.67,0.94,18.20,2.19,239.10,8.85,12.47
1946,2,18.07,0.67,0.92,18.10,2.20,241.09,8.98,12.27
1946,3,17.53,0.68,0.90,18.30,2.20,231.33,8.97,11.88
1946,4,18.66,0.68,0.88,18.40,2.21,244.90,8.92,11.55
1946,5,18.70,0.68,0.86,18.50,2.21,244.10,8.88,11.23
1946,6,18.58,0.68,0.84,18.70,2.22,239.94,8.78,10.85
1946,7,18.05,0.68,0.86,19.80,2.22,220.15,8.33,10.45
1946,8,17.70,0.69,0.87,20.20,2.23,211.60,8.21,10.44
1946,9,15.09,0.69,0.89,20.40,2.23,178.63,8.17,10.54
1946,10,14.75,0.70,0.95,20.80,2.24,171.25,8.09,10.99
1946,11,14.69,0.70,1.00,21.30,2.24,166.55,7.97,11.38
1946,12,15.13,0.71,1.06,21.50,2.25,169.94,7.97,11.91
1947,1,15.21,0.71,1.13,21.50,2.25,170.84,8.01,12.69
1947,2,15.80,0.72,1.20,21.50,2.27,177.47,8.05,13.48
1947,3,15.16,0.72,1.27,21.90,2.28,167.17,7.94,14.00
1947,4,14.60,0.73,1.33,21.90,2.30,160.99,8.09,14.63
1947,5,14.34,0.75,1.38,21.90,2.31,158.13,8.23,15.25
1947,6,14.84,0.76,1.44,22.00,2.33,162.90,8.34,15.81
1947,7,15.77,0.77,1.48,22.20,2.35,171.55,8.38,16.06
1947,8,15.46,0.78,1.51,22.50,2.36,165.93,8.37,16.24
1947,9,15.06,0.79,1.55,23.00,2.38,158.12,8.29,16.27
1947,10,15.45,0.81,1.57,23.00,2.39,162.22,8.47,16.48
1947,11,15.27,0.82,1.59,23.10,2.41,159.64,8.61,16.62
1947,12,15.03,0.84,1.61,23.40,2.42,155.11,8.67,16.62
1948,1,14.83,0.84,1.64,23.70,2.44,151.11,8.59,16.74
1948,2,14.10,0.85,1.68,23.50,2.43,144.89,8.70,17.23
1948,3,14.30,0.85,1.71,23.40,2.42,147.58,8.77,17.65
1948,4,15.40,0.85,1.76,23.80,2.41,156.26,8.62,17.86
1948,5,16.15,0.85,1.81,23.90,2.40,163.18,8.59,18.29
1948,6,16.82,0.85,1.86,24.10,2.39,168.54,8.52,18.64
1948,7,16.42,0.86,1.93,24.40,2.38,162.51,8.48,19.10
1948,8,15.94,0.86,2.00,24.50,2.36,157.12,8.51,19.71
1948,9,15.76,0.87,2.07,24.50,2.35,155.34,8.58,20.40
1948,10,16.19,0.89,2.14,24.40,2.34,160.24,8.81,21.21
1948,11,15.29,0.91,2.22,24.20,2.33,152.58,9.08,22.12
1948,12,15.19,0.93,2.29,24.10,2.32,152.21,9.32,22.95
1949,1,15.36,0.95,2.32,24.00,2.31,154.55,9.53,23.34
1949,2,14.77,0.96,2.35,23.80,2.31,149.87,9.77,23.84
1949,3,14.91,0.98,2.38,23.80,2.31,151.29,9.94,24.15
1949,4,14.89,0.99,2.39,23.90,2.31,150.45,10.04,24.12
1949,5,14.78,1.01,2.39,23.80,2.31,149.97,10.21,24.28
1949,6,13.97,1.02,2.40,23.90,2.31,141.16,10.31,24.25
1949,7,14.76,1.03,2.40,23.70,2.32,150.40,10.46,24.42
1949,8,15.29,1.03,2.39,23.80,2.32,155.14,10.48,24.28
1949,9,15.49,1.04,2.39,23.90,2.32,156.51,10.51,24.15
1949,10,15.89,1.07,2.37,23.70,2.32,161.91,10.94,24.12
1949,11,16.11,1.11,2.34,23.80,2.32,163.46,11.23,23.78
1949,12,16.54,1.14,2.32,23.60,2.32,169.25,11.67,23.74
1950,1,16.88,1.15,2.34,23.50,2.32,173.46,11.82,24.01
1950,2,17.21,1.16,2.35,23.50,2.34,176.85,11.92,24.18
1950,3,17.35,1.17,2.37,23.60,2.36,177.54,11.97,24.25
1950,4,17.84,1.18,2.43,23.60,2.38,182.55,12.07,24.83
1950,5,18.44,1.19,2.48,23.70,2.40,187.89,12.13,25.30
1950,6,18.74,1.20,2.54,23.80,2.42,190.15,12.18,25.77
1950,7,17.38,1.24,2.60,24.10,2.45,174.15,12.46,26.05
1950,8,18.43,1.29,2.66,24.30,2.47,183.16,12.79,26.43
1950,9,19.08,1.33,2.72,24.40,2.49,188.84,13.16,26.92
1950,10,19.87,1.38,2.76,24.60,2.51,195.06,13.51,27.09
1950,11,19.83,1.42,2.80,24.70,2.53,193.88,13.92,27.38
1950,12,19.75,1.47,2.84,25.00,2.55,190.78,14.20,27.43
1951,1,21.21,1.49,2.84,25.40,2.57,201.65,14.13,26.97
1951,2,22.00,1.50,2.83,25.70,2.58,206.72,14.13,26.62
1951,3,21.63,1.52,2.83,25.80,2.59,202.46,14.23,26.49
1951,4,21.92,1.53,2.79,25.80,2.60,205.17,14.35,26.15
1951,5,21.93,1.55,2.76,25.90,2.61,204.48,14.42,25.70
1951,6,21.55,1.56,2.72,25.90,2.62,200.93,14.55,25.36
1951,7,21.93,1.55,2.65,25.90,2.63,204.48,14.42,24.71
1951,8,22.89,1.53,2.58,25.90,2.63,213.43,14.30,24.06
1951,9,23.48,1.52,2.51,26.10,2.64,217.25,14.06,23.22
1951,10,23.36,1.48,2.49,26.20,2.65,215.31,13.67,22.92
1951,11,22.71,1.45,2.46,26.40,2.66,207.74,13.23,22.53
1951,12,23.41,1.41,2.44,26.50,2.67,213.33,12.85,22.24
1952,1,24.19,1.41,2.43,26.50,2.68,220.44,12.88,22.11
1952,2,23.75,1.42,2.41,26.30,2.69,218.08,13.01,22.16
1952,3,23.81,1.42,2.40,26.30,2.71,218.63,13.04,22.04
1952,4,23.74,1.43,2.38,26.40,2.72,217.16,13.08,21.77
1952,5,23.73,1.44,2.36,26.40,2.73,217.07,13.17,21.59
1952,6,24.38,1.45,2.34,26.50,2.74,222.17,13.21,21.32
1952,7,25.08,1.45,2.35,26.70,2.76,226.84,13.11,21.22
1952,8,25.18,1.45,2.35,26.70,2.77,227.74,13.11,21.28
1952,9,24.78,1.45,2.36,26.70,2.78,224.13,13.11,21.35
1952,10,24.26,1.44,2.37,26.70,2.79,219.42,12.99,21.47
1952,11,25.03,1.42,2.39,26.70,2.81,226.39,12.87,21.59
1952,12,26.04,1.41,2.40,26.70,2.82,235.52,12.75,21.71
1953,1,26.18,1.41,2.41,26.60,2.83,237.68,12.80,21.88
1953,2,25.86,1.41,2.42,26.50,2.80,235.66,12.85,22.05
1953,3,25.99,1.41,2.43,26.60,2.77,235.95,12.80,22.06
1953,4,24.71,1.41,2.46,26.60,2.83,224.33,12.83,22.30
1953,5,24.84,1.42,2.48,26.70,3.05,224.67,12.81,22.46
1953,6,23.95,1.42,2.51,26.80,3.11,215.81,12.80,22.62
1953,7,24.29,1.42,2.52,26.80,2.93,218.87,12.80,22.74
1953,8,24.39,1.42,2.54,26.90,2.95,218.96,12.75,22.77
1953,9,23.27,1.42,2.55,26.90,2.87,208.90,12.75,22.89
1953,10,23.97,1.43,2.54,27.00,2.66,214.39,12.79,22.69
1953,11,24.50,1.44,2.52,26.90,2.68,219.95,12.93,22.65
1953,12,24.83,1.45,2.51,26.90,2.59,222.91,13.02,22.53
1954,1,25.46,1.46,2.52,26.90,2.48,228.56,13.08,22.65
1954,2,26.02,1.46,2.54,26.90,2.47,233.59,13.14,22.77
1954,3,26.57,1.47,2.55,26.90,2.37,238.53,13.20,22.89
1954,4,27.63,1.46,2.57,26.80,2.29,248.97,13.19,23.19
1954,5,28.73,1.46,2.60,26.90,2.37,257.92,13.08,23.31
1954,6,28.96,1.45,2.62,26.90,2.38,259.98,13.02,23.52
1954,7,30.13,1.46,2.62,26.90,2.30,270.49,13.08,23.55
1954,8,30.73,1.46,2.63,26.90,2.36,275.87,13.14,23.58
1954,9,31.45,1.47,2.63,26.80,2.38,283.39,13.25,23.70
1954,10,32.18,1.49,2.68,26.80,2.43,289.97,13.46,24.12
1954,11,33.44,1.52,2.72,26.80,2.48,301.32,13.67,24.54
1954,12,34.97,1.54,2.77,26.70,2.51,316.29,13.93,25.05
1955,1,35.60,1.55,2.83,26.70,2.61,321.99,13.99,25.63
1955,2,36.79,1.55,2.90,26.70,2.65,332.75,14.05,26.20
1955,3,36.50,1.56,2.96,26.70,2.68,330.13,14.11,26.77
1955,4,37.76,1.56,3.05,26.70,2.75,341.52,14.14,27.56
1955,5,37.60,1.57,3.13,26.70,2.76,340.08,14.17,28.34
1955,6,39.78,1.57,3.22,26.70,2.78,359.79,14.20,29.12
1955,7,42.69,1.59,3.29,26.80,2.90,384.67,14.30,29.68
1955,8,42.43,1.60,3.37,26.80,2.97,382.33,14.45,30.34
1955,9,44.34,1.62,3.44,26.90,2.97,398.06,14.54,30.88
1955,10,42.11,1.63,3.50,26.90,2.88,378.04,14.60,31.42
1955,11,44.95,1.63,3.56,26.90,2.89,403.53,14.66,31.96
1955,12,45.37,1.64,3.62,26.80,2.96,408.82,14.78,32.62
1956,1,44.15,1.67,3.64,26.80,2.90,397.83,15.05,32.83
1956,2,44.43,1.70,3.67,26.80,2.84,400.35,15.32,33.04
1956,3,47.49,1.73,3.69,26.80,2.96,427.93,15.59,33.25
1956,4,48.05,1.75,3.66,26.90,3.18,431.36,15.74,32.86
1956,5,46.54,1.78,3.63,27.00,3.07,416.26,15.89,32.47
1956,6,46.27,1.80,3.60,27.20,3.00,410.80,15.98,31.96
1956,7,48.78,1.81,3.55,27.40,3.11,429.92,15.98,31.32
1956,8,48.49,1.83,3.51,27.30,3.33,428.93,16.16,31.02
1956,9,46.84,1.84,3.46,27.40,3.38,412.83,16.22,30.49
1956,10,46.24,1.81,3.44,27.50,3.34,406.06,15.87,30.24
1956,11,45.76,1.77,3.43,27.50,3.49,401.84,15.57,30.09
1956,12,46.44,1.74,3.41,27.60,3.59,406.34,15.22,29.84
1957,1,45.43,1.74,3.41,27.60,3.46,397.50,15.20,29.81
1957,2,43.47,1.73,3.40,27.70,3.34,378.98,15.11,29.67
1957,3,44.03,1.73,3.40,27.80,3.41,382.48,15.03,29.53
1957,4,45.05,1.73,3.41,27.90,3.48,389.93,14.97,29.49
1957,5,46.78,1.73,3.41,28.00,3.60,403.46,14.92,29.44
1957,6,47.55,1.73,3.42,28.10,3.80,408.64,14.87,29.39
1957,7,48.51,1.74,3.44,28.30,3.93,413.95,14.85,29.33
1957,8,45.84,1.75,3.45,28.30,3.93,391.16,14.93,29.47
1957,9,43.98,1.76,3.47,28.30,3.92,375.29,15.02,29.61
1957,10,41.24,1.77,3.44,28.30,3.97,351.91,15.10,29.33
1957,11,40.35,1.78,3.40,28.40,3.72,343.10,15.14,28.94
1957,12,40.33,1.79,3.37,28.40,3.21,342.93,15.22,28.66
1958,1,41.12,1.78,3.29,28.60,3.09,347.21,15.06,27.81
1958,2,41.26,1.78,3.22,28.60,3.05,348.39,15.00,27.16
1958,3,42.11,1.77,3.14,28.80,2.98,353.10,14.84,26.33
1958,4,42.34,1.76,3.07,28.90,2.88,353.80,14.68,25.65
1958,5,43.70,1.74,3.00,28.90,2.92,365.16,14.57,25.07
1958,6,44.75,1.73,2.93,28.90,2.97,373.94,14.46,24.48
1958,7,45.98,1.73,2.91,29.00,3.20,382.89,14.41,24.26
1958,8,47.70,1.73,2.90,28.90,3.54,398.59,14.46,24.20
1958,9,48.96,1.73,2.88,28.90,3.76,409.11,14.46,24.07
1958,10,50.95,1.74,2.88,28.90,3.80,425.74,14.51,24.09
1958,11,52.50,1.74,2.89,29.00,3.74,437.18,14.52,24.04
1958,12,53.49,1.75,2.89,28.90,3.86,446.97,14.62,24.15
1959,1,55.62,1.76,2.96,29.00,4.02,463.16,14.63,24.68
1959,2,54.77,1.76,3.04,28.90,3.96,457.66,14.73,25.37
1959,3,56.16,1.77,3.11,28.90,3.99,469.28,14.79,25.99
1959,4,57.10,1.78,3.21,29.00,4.12,475.49,14.79,26.70
1959,5,57.96,1.78,3.30,29.00,4.31,482.65,14.85,27.51
1959,6,57.46,1.79,3.40,29.10,4.34,476.84,14.85,28.22
1959,7,59.74,1.80,3.41,29.20,4.40,494.06,14.86,28.20
1959,8,59.40,1.80,3.42,29.20,4.43,491.25,14.91,28.28
1959,9,57.05,1.81,3.43,29.30,4.68,470.21,14.92,28.27
1959,10,57.00,1.82,3.42,29.40,4.53,468.20,14.92,28.06
1959,11,57.23,1.82,3.40,29.40,4.53,470.09,14.98,27.95
1959,12,59.06,1.83,3.39,29.40,4.69,485.12,15.03,27.85
1960,1,58.03,1.87,3.39,29.30,4.72,478.28,15.39,27.94
1960,2,55.78,1.90,3.39,29.40,4.49,458.18,15.63,27.85
1960,3,55.02,1.94,3.39,29.40,4.25,451.93,15.94,27.85
1960,4,55.73,1.94,3.35,29.50,4.28,456.21,15.91,27.40
1960,5,55.22,1.95,3.30,29.50,4.35,452.04,15.94,27.04
1960,6,57.26,1.95,3.26,29.60,4.15,467.16,15.91,26.60
1960,7,55.84,1.95,3.26,29.60,3.90,455.57,15.91,26.62
1960,8,56.51,1.95,3.27,29.60,3.80,461.04,15.91,26.65
1960,9,54.81,1.95,3.27,29.60,3.80,447.17,15.91,26.68
1960,10,53.73,1.95,3.27,29.80,3.89,435.41,15.80,26.50
1960,11,55.47,1.95,3.27,29.80,3.93,449.51,15.80,26.50
1960,12,56.80,1.95,3.27,29.80,3.84,460.29,15.80,26.50
1961,1,59.72,1.95,3.21,29.80,3.84,483.95,15.78,26.01
1961,2,62.17,1.94,3.15,29.80,3.78,503.81,15.75,25.53
1961,3,64.12,1.94,3.09,29.80,3.74,519.61,15.72,25.04
1961,4,65.83,1.94,3.07,29.80,3.78,533.47,15.72,24.88
1961,5,66.50,1.94,3.05,29.80,3.71,538.90,15.72,24.72
1961,6,65.62,1.94,3.03,29.80,3.88,531.77,15.72,24.55
1961,7,65.44,1.95,3.04,30.00,3.92,526.77,15.67,24.44
1961,8,67.79,1.95,3.04,29.90,4.04,547.51,15.78,24.58
1961,9,67.26,1.96,3.05,30.00,3.98,541.42,15.78,24.55
1961,10,68.00,1.98,3.10,30.00,3.92,547.38,15.94,24.93
1961,11,71.08,2.00,3.14,30.00,3.94,572.17,16.10,25.30
1961,12,71.74,2.02,3.19,30.00,4.06,577.49,16.26,25.68
1962,1,69.07,2.03,3.25,30.00,4.08,555.99,16.31,26.16
1962,2,70.22,2.03,3.31,30.10,4.04,563.37,16.31,26.56
1962,3,70.29,2.04,3.37,30.10,3.93,563.93,16.37,27.04
1962,4,68.05,2.05,3.40,30.20,3.84,544.15,16.37,27.21
1962,5,62.99,2.05,3.44,30.20,3.87,503.69,16.42,27.48
1962,6,55.63,2.06,3.47,30.20,3.91,444.84,16.47,27.75
1962,7,56.97,2.07,3.49,30.30,4.01,454.05,16.47,27.82
1962,8,58.52,2.07,3.51,30.30,3.98,466.40,16.52,27.97
1962,9,58.00,2.08,3.53,30.40,3.98,460.74,16.52,28.04
1962,10,56.17,2.10,3.58,30.40,3.93,446.20,16.66,28.41
1962,11,60.04,2.11,3.62,30.40,3.92,476.95,16.79,28.78
1962,12,62.64,2.13,3.67,30.40,3.86,497.60,16.92,29.15
1963,1,65.06,2.14,3.68,30.40,3.83,516.82,16.97,29.26
1963,2,65.92,2.14,3.70,30.40,3.92,523.65,17.03,29.37
1963,3,65.67,2.15,3.71,30.50,3.93,519.96,17.02,29.37
1963,4,68.76,2.17,3.75,30.50,3.97,544.42,17.16,29.72
1963,5,70.14,2.18,3.80,30.50,3.93,555.35,17.29,30.06
1963,6,70.11,2.20,3.84,30.60,3.99,553.30,17.36,30.30
1963,7,69.07,2.20,3.88,30.70,4.02,543.32,17.33,30.52
1963,8,70.98,2.21,3.92,30.70,4.00,558.34,17.36,30.84
1963,9,72.85,2.21,3.96,30.70,4.08,573.05,17.38,31.15
1963,10,73.03,2.23,3.98,30.80,4.11,572.60,17.51,31.21
1963,11,72.62,2.26,4.00,30.80,4.12,569.39,17.69,31.36
1963,12,74.17,2.28,4.02,30.90,4.13,579.66,17.82,31.42
1964,1,76.45,2.30,4.07,30.90,4.17,597.48,17.95,31.83
1964,2,77.39,2.31,4.13,30.90,4.15,604.82,18.08,32.25
1964,3,78.80,2.33,4.18,30.90,4.22,615.84,18.21,32.67
1964,4,79.94,2.35,4.23,30.90,4.23,624.75,18.34,33.06
1964,5,80.72,2.36,4.28,30.90,4.20,630.85,18.47,33.45
1964,6,80.24,2.38,4.33,31.00,4.17,625.07,18.54,33.73
1964,7,83.22,2.40,4.38,31.10,4.19,646.20,18.64,33.98
1964,8,82.00,2.42,4.42,31.00,4.19,638.78,18.85,34.46
1964,9,83.41,2.44,4.47,31.10,4.20,647.68,18.95,34.71
1964,10,84.85,2.46,4.50,31.10,4.19,658.86,19.10,34.92
1964,11,85.44,2.48,4.52,31.20,4.15,661.31,19.20,35.01
1964,12,83.96,2.50,4.55,31.20,4.18,649.86,19.35,35.22
1965,1,86.12,2.52,4.59,31.20,4.19,666.58,19.48,35.55
1965,2,86.75,2.53,4.64,31.20,4.21,671.45,19.61,35.89
1965,3,86.83,2.55,4.68,31.30,4.21,669.93,19.67,36.11
1965,4,87.97,2.57,4.73,31.40,4.20,676.56,19.77,36.40
1965,5,89.28,2.59,4.79,31.40,4.21,686.63,19.92,36.81
1965,6,85.04,2.61,4.84,31.60,4.21,649.89,19.95,36.99
1965,7,84.91,2.63,4.89,31.60,4.20,648.89,20.07,37.34
1965,8,86.49,2.64,4.93,31.60,4.25,660.97,20.20,37.70
1965,9,89.38,2.66,4.98,31.60,4.29,683.05,20.33,38.06
1965,10,91.39,2.68,5.05,31.70,4.35,696.21,20.42,38.47
1965,11,92.15,2.70,5.12,31.70,4.45,702.00,20.57,39.00
1965,12,91.73,2.72,5.19,31.80,4.62,696.60,20.66,39.41
1966,1,93.32,2.74,5.24,31.80,4.61,708.68,20.81,39.79
1966,2,92.69,2.76,5.29,32.00,4.83,699.49,20.83,39.92
1966,3,88.88,2.78,5.34,32.10,4.87,668.65,20.91,40.17
1966,4,91.60,2.80,5.38,32.30,4.75,684.85,20.91,40.22
1966,5,86.78,2.81,5.42,32.30,4.78,648.81,21.03,40.52
1966,6,86.06,2.83,5.46,32.40,4.81,641.44,21.09,40.70
1966,7,85.84,2.85,5.48,32.50,5.02,637.83,21.18,40.69
1966,8,80.65,2.87,5.49,32.70,5.22,595.60,21.20,40.57
1966,9,77.81,2.89,5.51,32.70,5.18,574.63,21.34,40.69
1966,10,77.13,2.88,5.52,32.90,5.01,566.15,21.16,40.54
1966,11,80.99,2.88,5.54,32.90,5.16,594.48,21.12,40.64
1966,12,81.33,2.87,5.55,32.90,4.84,596.98,21.07,40.74
1967,1,84.45,2.88,5.52,32.90,4.58,619.88,21.14,40.49
1967,2,87.36,2.89,5.48,32.90,4.63,641.24,21.21,40.25
1967,3,89.42,2.90,5.45,33.00,4.54,654.37,21.22,39.88
1967,4,90.96,2.90,5.41,33.10,4.59,663.63,21.16,39.47
1967,5,92.59,2.90,5.37,33.20,4.85,673.48,21.09,39.06
1967,6,91.43,2.90,5.33,33.30,5.02,663.05,21.03,38.65
1967,7,93.01,2.91,5.32,33.40,5.16,672.49,21.02,38.47
1967,8,94.49,2.91,5.31,33.50,5.28,681.15,21.00,38.28
1967,9,95.81,2.92,5.30,33.60,5.30,688.61,20.99,38.09
1967,10,95.66,2.92,5.31,33.70,5.48,685.49,20.92,38.05
1967,11,92.66,2.92,5.32,33.80,5.75,662.03,20.86,38.01
1967,12,95.30,2.92,5.33,33.90,5.70,678.88,20.80,37.97
1968,1,95.04,2.93,5.37,34.10,5.53,673.06,20.75,38.01
1968,2,90.75,2.94,5.40,34.20,5.56,640.80,20.76,38.15
1968,3,89.09,2.95,5.44,34.30,5.74,627.24,20.77,38.30
1968,4,95.67,2.96,5.48,34.40,5.64,671.61,20.80,38.49
1968,5,97.87,2.98,5.53,34.50,5.87,685.07,20.84,38.69
1968,6,100.50,2.99,5.57,34.70,5.72,699.42,20.81,38.76
1968,7,100.30,3.00,5.60,34.90,5.50,694.03,20.78,38.75
1968,8,98.11,3.02,5.63,35.00,5.42,676.93,20.81,38.85
1968,9,101.30,3.03,5.66,35.10,5.46,696.95,20.85,38.94
1968,10,103.80,3.04,5.69,35.30,5.58,710.11,20.82,38.95
1968,11,105.40,3.06,5.73,35.40,5.70,719.02,20.85,39.07
1968,12,106.50,3.07,5.76,35.50,6.03,724.47,20.88,39.18
1969,1,102.00,3.08,5.78,35.60,6.04,691.91,20.89,39.21
1969,2,101.50,3.09,5.80,35.80,6.19,684.67,20.84,39.12
1969,3,99.30,3.10,5.82,36.10,6.30,664.27,20.74,38.93
1969,4,101.30,3.11,5.83,36.30,6.17,673.91,20.69,38.76
1969,5,104.60,3.12,5.83,36.40,6.32,693.96,20.70,38.70
1969,6,99.14,3.13,5.84,36.60,6.57,654.14,20.65,38.53
1969,7,94.71,3.14,5.86,36.80,6.72,621.51,20.58,38.43
1969,8,94.18,3.14,5.87,37.00,6.69,614.69,20.52,38.33
1969,9,94.51,3.15,5.89,37.10,7.16,615.18,20.50,38.34
1969,10,95.52,3.15,5.85,37.30,7.10,618.42,20.42,37.90
1969,11,96.21,3.16,5.82,37.50,7.14,619.57,20.33,37.46
1969,12,91.11,3.16,5.78,37.70,7.65,583.61,20.24,37.02
1970,1,90.31,3.16,5.73,37.80,7.79,576.96,20.21,36.61
1970,2,87.16,3.17,5.68,38.00,7.24,553.90,20.12,36.10
1970,3,88.65,3.17,5.63,38.20,7.07,560.42,20.04,35.59
1970,4,85.95,3.17,5.59,38.50,7.39,539.12,19.90,35.08
1970,5,76.06,3.18,5.56,38.60,7.91,475.85,19.87,34.76
1970,6,75.59,3.18,5.52,38.80,7.84,470.47,19.79,34.36
1970,7,75.72,3.18,5.47,39.00,7.46,468.86,19.71,33.85
1970,8,77.92,3.19,5.41,39.00,7.53,482.49,19.73,33.52
1970,9,82.58,3.19,5.36,39.20,7.39,508.73,19.65,33.02
1970,10,84.37,3.17,5.28,39.40,7.33,517.12,19.45,32.38
1970,11,84.28,3.16,5.21,39.60,6.84,513.96,19.25,31.75
1970,12,90.05,3.14,5.13,39.80,6.39,546.39,19.05,31.13
1971,1,93.49,3.13,5.16,39.80,6.24,567.26,18.99,31.31
1971,2,97.11,3.12,5.19,39.90,6.11,587.75,18.88,31.41
1971,3,99.60,3.11,5.22,40.00,5.70,601.31,18.78,31.51
1971,4,103.00,3.11,5.25,40.10,5.83,620.29,18.71,31.64
1971,5,101.60,3.10,5.29,40.30,6.39,608.82,18.60,31.68
1971,6,99.72,3.10,5.32,40.60,6.52,593.14,18.44,31.64
1971,7,99.00,3.10,5.36,40.70,6.73,587.41,18.37,31.78
1971,8,97.24,3.09,5.39,40.80,6.58,575.55,18.31,31.92
1971,9,99.40,3.09,5.43,40.80,6.14,588.34,18.29,32.14
1971,10,97.29,3.08,5.52,40.90,5.93,574.44,18.21,32.59
1971,11,92.78,3.08,5.61,40.90,5.81,547.81,18.17,33.12
1971,12,99.17,3.07,5.70,41.10,5.93,582.69,18.04,33.49
1972,1,103.30,3.07,5.74,41.10,5.95,606.96,18.04,33.71
1972,2,105.20,3.07,5.77,41.30,6.08,615.13,17.95,33.76
1972,3,107.70,3.07,5.81,41.40,6.07,628.23,17.91,33.89
1972,4,108.80,3.07,5.86,41.50,6.19,633.11,17.86,34.12
1972,5,107.70,3.07,5.92,41.60,6.13,625.21,17.82,34.35
1972,6,108.00,3.07,5.97,41.70,6.11,625.44,17.78,34.57
1972,7,107.20,3.07,6.03,41.90,6.11,617.85,17.71,34.73
1972,8,111.00,3.08,6.08,42.00,6.21,638.23,17.69,34.98
1972,9,109.40,3.08,6.14,42.10,6.55,627.53,17.67,35.22
1972,10,109.60,3.10,6.23,42.30,6.48,625.71,17.72,35.59
1972,11,115.10,3.13,6.33,42.40,6.28,655.56,17.81,36.03
1972,12,117.50,3.15,6.42,42.50,6.36,667.65,17.90,36.48
1973,1,118.40,3.16,6.55,42.60,6.46,671.19,17.89,37.11
1973,2,114.20,3.16,6.67,42.90,6.64,642.85,17.81,37.57
1973,3,112.40,3.17,6.80,43.30,6.71,626.87,17.68,37.92
1973,4,110.30,3.19,6.94,43.60,6.67,610.93,17.65,38.46
1973,5,107.20,3.20,7.09,43.90,6.85,589.70,17.62,38.98
1973,6,104.80,3.22,7.23,44.20,6.90,572.59,17.59,39.50
1973,7,105.80,3.24,7.38,44.30,7.13,576.74,17.64,40.25
1973,8,103.80,3.25,7.54,45.10,7.40,555.80,17.42,40.36
1973,9,105.60,3.27,7.69,45.20,7.09,564.19,17.47,41.09
1973,10,109.80,3.31,7.85,45.60,6.79,581.49,17.51,41.55
1973,11,102.00,3.34,8.00,45.90,6.73,536.65,17.59,42.11
1973,12,94.78,3.38,8.16,46.20,6.74,495.42,17.67,42.65
1974,1,96.11,3.40,8.23,46.60,6.99,498.06,17.62,42.63
1974,2,93.45,3.42,8.29,47.20,6.96,478.12,17.50,42.43
1974,3,97.44,3.44,8.36,47.80,7.21,492.28,17.38,42.24
1974,4,92.46,3.46,8.49,48.00,7.51,465.17,17.41,42.70
1974,5,89.67,3.48,8.61,48.60,7.58,445.57,17.29,42.80
1974,6,89.79,3.50,8.74,49.00,7.54,442.52,17.25,43.07
1974,7,79.31,3.53,8.86,49.40,7.81,387.71,17.26,43.33
1974,8,76.03,3.56,8.99,50.00,8.04,367.21,17.19,43.40
1974,9,68.12,3.59,9.11,50.60,8.04,325.11,17.13,43.48
