Year,Month,Price,Dividend,Earnings,CPI,GS10,Real Price,Real Dividend,Real Earnings
1974,10,69.44,3.59,9.04,51.10,7.90,328.16,16.98,42.71
1974,11,71.74,3.60,8.96,51.50,7.68,336.40,16.87,42.03
1974,12,67.07,3.60,8.89,51.90,7.43,312.08,16.75,41.37
1975,1,72.56,3.62,8.74,52.10,7.50,336.33,16.79,40.53
1975,2,80.10,3.65,8.60,52.50,7.39,368.45,16.77,39.54
1975,3,83.78,3.67,8.45,52.70,7.73,383.91,16.82,38.72
1975,4,84.72,3.68,8.29,52.90,8.23,386.75,16.81,37.83
1975,5,90.10,3.70,8.12,53.20,8.06,408.99,16.78,36.87
1975,6,92.40,3.71,7.96,53.60,7.86,416.30,16.72,35.86
1975,7,92.49,3.71,7.89,54.20,8.06,412.09,16.53,35.17
1975,8,85.71,3.71,7.83,54.30,8.40,381.18,16.50,34.81
1975,9,84.67,3.71,7.76,54.60,8.43,374.49,16.41,34.32
1975,10,88.57,3.70,7.83,54.90,8.14,389.60,16.28,34.43
1975,11,90.07,3.69,7.89,55.30,8.05,393.33,16.11,34.47
1975,12,88.70,3.68,7.96,55.50,8.00,385.95,16.01,34.64
1976,1,96.86,3.68,8.19,55.60,7.74,420.70,16.00,35.59
1976,2,100.60,3.69,8.43,55.80,7.79,435.38,15.96,36.47
1976,3,101.10,3.69,8.66,55.90,7.73,436.76,15.94,37.41
1976,4,101.90,3.71,8.86,56.10,7.56,438.64,15.98,38.12
1976,5,101.20,3.74,9.05,56.50,7.90,432.55,15.97,38.70
1976,6,101.80,3.76,9.25,56.80,7.86,432.81,15.99,39.33
1976,7,104.20,3.79,9.35,57.10,7.83,440.69,16.03,39.54
1976,8,103.30,3.82,9.45,57.40,7.77,434.60,16.07,39.76
1976,9,105.50,3.85,9.55,57.60,7.59,442.31,16.14,40.04
1976,10,101.90,3.92,9.67,57.90,7.41,425.01,16.34,40.33
1976,11,101.20,3.98,9.79,58.00,7.29,421.36,16.59,40.76
1976,12,104.70,4.05,9.91,58.20,6.87,434.44,16.80,41.12
1977,1,103.80,4.10,9.97,58.50,7.21,428.49,16.91,41.14
1977,2,101.00,4.14,10.02,59.10,7.39,412.70,16.93,40.96
1977,3,100.60,4.19,10.08,59.50,7.46,408.30,17.01,40.91
1977,4,99.05,4.25,10.19,60.00,7.37,398.66,17.09,41.03
1977,5,98.76,4.30,10.31,60.30,7.46,395.52,17.23,41.28
1977,6,99.29,4.36,10.42,60.70,7.28,395.02,17.35,41.46
1977,7,100.20,4.41,10.52,61.00,7.33,396.68,17.45,41.63
1977,8,97.75,4.45,10.61,61.20,7.40,385.72,17.57,41.88
1977,9,96.23,4.50,10.71,61.40,7.34,378.48,17.70,42.12
1977,10,93.74,4.56,10.77,61.60,7.52,367.49,17.86,42.22
1977,11,94.28,4.61,10.83,61.90,7.58,367.82,18.00,42.25
1977,12,93.82,4.67,10.89,62.10,7.69,364.84,18.16,42.35
1978,1,90.25,4.71,10.90,62.50,7.96,348.71,18.21,42.12
1978,2,88.98,4.76,10.91,62.90,8.03,341.62,18.26,41.89
1978,3,88.82,4.80,10.92,63.40,8.04,338.32,18.28,41.59
1978,4,92.71,4.84,11.02,63.90,8.15,350.37,18.28,41.66
1978,5,97.41,4.87,11.13,64.50,8.35,364.71,18.25,41.66
1978,6,97.66,4.91,11.23,65.20,8.46,361.72,18.19,41.59
1978,7,97.19,4.95,11.34,65.70,8.64,357.24,18.18,41.69
1978,8,103.90,4.98,11.46,66.00,8.41,380.17,18.23,41.92
1978,9,103.90,5.02,11.57,66.50,8.42,377.31,18.23,42.02
1978,10,100.60,5.04,11.82,67.10,8.64,362.06,18.13,42.55
1978,11,94.71,5.05,12.08,67.40,8.81,339.34,18.11,43.27
1978,12,96.11,5.07,12.33,67.70,9.01,342.83,18.09,43.98
1979,1,99.71,5.11,12.65,68.30,9.10,352.55,18.08,44.74
1979,2,98.23,5.16,12.98,69.10,9.10,343.30,18.02,45.35
1979,3,100.10,5.20,13.30,69.80,9.12,346.32,17.99,46.01
1979,4,102.10,5.25,13.53,70.60,9.18,349.24,17.95,46.27
1979,5,99.73,5.29,13.75,71.50,9.25,336.84,17.88,46.45
1979,6,101.70,5.34,13.98,72.30,8.91,339.69,17.84,46.69
1979,7,102.70,5.40,14.20,73.10,8.95,339.28,17.83,46.90
1979,8,107.40,5.45,14.41,73.80,9.03,351.44,17.84,47.16
1979,9,108.60,5.51,14.63,74.60,9.33,351.55,17.84,47.36
1979,10,104.50,5.56,14.71,75.20,10.30,335.58,17.84,47.23
1979,11,103.70,5.60,14.78,75.90,10.65,329.94,17.83,47.04
1979,12,107.80,5.65,14.86,76.70,10.39,339.41,17.79,46.79
1980,1,110.90,5.70,15.00,77.80,10.80,344.23,17.69,46.57
1980,2,115.30,5.75,15.15,78.90,12.41,352.90,17.60,46.36
1980,3,104.70,5.80,15.29,80.10,12.75,315.66,17.49,46.10
1980,4,103.00,5.85,15.17,81.00,11.47,307.08,17.43,45.24
1980,5,107.70,5.89,15.06,81.80,10.18,317.95,17.40,44.45
1980,6,114.60,5.94,14.94,82.70,9.78,334.64,17.35,43.63
1980,7,119.80,5.98,14.84,82.70,10.25,349.83,17.47,43.33
1980,8,123.50,6.03,14.74,83.30,11.10,358.03,17.47,42.73
1980,9,126.50,6.07,14.64,84.00,11.51,363.67,17.45,42.09
1980,10,130.20,6.10,14.70,84.80,11.75,370.78,17.37,41.86
1980,11,135.70,6.13,14.76,85.50,12.68,383.28,17.31,41.69
1980,12,133.50,6.16,14.82,86.30,12.84,373.57,17.24,41.47
1981,1,133.00,6.20,14.74,87.00,12.57,369.18,17.21,40.91
1981,2,128.40,6.24,14.66,87.90,13.19,352.76,17.14,40.28
1981,3,133.20,6.28,14.58,88.50,13.12,363.46,17.14,39.78
1981,4,134.40,6.32,14.72,89.10,13.68,364.27,17.12,39.91
1981,5,131.70,6.35,14.87,89.80,14.10,354.17,17.09,39.98
1981,6,132.30,6.39,15.01,90.60,13.47,352.64,17.03,40.01
1981,7,129.10,6.43,15.10,91.60,14.28,340.36,16.96,39.80
1981,8,129.60,6.48,15.18,92.30,14.94,339.08,16.95,39.73
1981,9,118.30,6.52,15.27,93.20,15.32,306.53,16.89,39.57
1981,10,119.80,6.56,15.30,93.40,15.15,309.75,16.95,39.56
1981,11,122.90,6.59,15.33,93.70,13.39,316.75,16.99,39.51
1981,12,123.80,6.63,15.36,94.00,13.72,318.05,17.03,39.46
1982,1,117.30,6.66,15.18,94.30,14.59,300.39,17.06,38.87
1982,2,114.50,6.69,14.99,94.60,14.43,292.29,17.08,38.27
1982,3,110.80,6.72,14.81,94.50,13.86,283.15,17.17,37.85
1982,4,116.30,6.75,14.60,94.90,13.87,295.95,17.18,37.14
1982,5,116.40,6.78,14.38,95.80,13.62,293.42,17.09,36.26
1982,6,109.70,6.81,14.17,97.00,14.30,273.11,16.95,35.28
1982,7,109.40,6.82,13.97,97.50,13.95,270.97,16.90,34.59
1982,8,109.70,6.84,13.76,97.70,13.06,271.15,16.90,34.02
1982,9,122.40,6.85,13.56,97.90,12.34,301.93,16.90,33.45
1982,10,132.70,6.86,13.25,98.20,10.91,326.33,16.86,32.59
1982,11,138.10,6.86,12.95,98.00,10.55,340.31,16.91,31.90
1982,12,139.40,6.87,12.64,97.60,10.54,344.92,17.00,31.28
1983,1,144.30,6.88,12.57,97.80,10.46,356.31,17.00,31.03
1983,2,146.80,6.90,12.49,97.90,10.72,362.11,17.01,30.82
1983,3,151.90,6.91,12.42,97.90,10.51,374.69,17.04,30.64
1983,4,157.70,6.92,12.48,98.60,10.40,386.24,16.95,30.56
1983,5,164.10,6.93,12.53,99.20,10.38,399.48,16.87,30.51
1983,6,166.40,6.94,12.59,99.50,10.85,403.86,16.84,30.56
1983,7,167.00,6.96,12.83,99.90,11.38,403.69,16.82,31.01
1983,8,162.40,6.98,13.06,100.20,11.85,391.40,16.82,31.48
1983,9,167.20,7.00,13.30,100.70,11.65,400.97,16.79,31.90
1983,10,167.70,7.03,13.54,101.00,11.54,400.97,16.81,32.38
1983,11,165.20,7.06,13.79,101.20,11.69,394.21,16.85,32.90
1983,12,164.40,7.09,14.03,101.30,11.83,391.92,16.90,33.45
1984,1,166.40,7.12,14.44,101.90,11.67,394.35,16.87,34.22
1984,2,157.30,7.15,14.85,102.40,11.84,370.96,16.86,35.02
1984,3,157.40,7.18,15.26,102.60,12.32,370.47,16.90,35.92
1984,4,157.60,7.22,15.57,103.10,12.63,369.15,16.92,36.48
1984,5,156.60,7.27,15.89,103.40,13.41,365.74,16.97,37.10
1984,6,153.10,7.31,16.20,103.70,13.56,356.53,17.02,37.73
1984,7,151.10,7.33,16.32,104.10,13.36,350.52,17.01,37.86
1984,8,164.40,7.36,16.44,104.50,12.72,379.92,17.00,37.99
1984,9,166.10,7.38,16.56,105.00,12.52,382.02,16.97,38.09
1984,10,164.80,7.43,16.59,105.30,12.16,377.95,17.04,38.04
1984,11,166.30,7.48,16.61,105.30,11.57,381.39,17.15,38.10
1984,12,164.50,7.53,16.64,105.30,11.50,377.26,17.27,38.16
1985,1,171.60,7.57,16.56,105.50,11.38,392.80,17.34,37.90
1985,2,180.90,7.62,16.47,106.00,11.51,412.13,17.35,37.53
1985,3,179.40,7.66,16.39,106.40,11.86,407.18,17.39,37.20
1985,4,180.60,7.69,16.13,106.90,11.43,407.98,17.36,36.44
1985,5,184.90,7.71,15.87,107.30,10.85,416.14,17.36,35.72
1985,6,188.90,7.74,15.61,107.60,10.16,423.96,17.37,35.03
1985,7,192.50,7.77,15.48,107.80,10.31,431.23,17.41,34.69
1985,8,188.30,7.81,15.36,108.00,10.33,421.04,17.46,34.34
1985,9,184.10,7.84,15.23,108.30,10.37,410.51,17.48,33.96
1985,10,186.20,7.86,15.02,108.70,10.24,413.67,17.46,33.38
1985,11,197.50,7.88,14.82,109.00,9.78,437.56,17.46,32.83
1985,12,207.30,7.90,14.61,109.30,9.26,458.02,17.45,32.28
1986,1,208.20,7.94,14.58,109.60,9.19,458.75,17.49,32.13
1986,2,219.40,7.98,14.55,109.30,8.70,484.75,17.63,32.15
1986,3,232.30,8.02,14.52,108.80,7.78,515.61,17.80,32.23
1986,4,238.00,8.05,14.58,108.60,7.30,529.23,17.89,32.43
1986,5,238.50,8.07,14.65,108.90,7.71,528.89,17.90,32.48
1986,6,245.30,8.10,14.71,109.50,7.80,540.98,17.86,32.44
1986,7,240.20,8.14,14.76,109.50,7.30,529.74,17.96,32.54
1986,8,245.00,8.19,14.80,109.70,7.17,539.34,18.02,32.59
1986,9,238.30,8.23,14.85,110.20,7.45,522.21,18.04,32.54
1986,10,237.40,8.25,14.73,110.30,7.43,519.76,18.06,32.24
1986,11,245.10,8.26,14.60,110.40,7.25,536.14,18.08,31.94
1986,12,248.60,8.28,14.48,110.50,7.11,543.30,18.10,31.65
1987,1,264.50,8.30,14.69,111.20,7.08,574.41,18.02,31.89
1987,2,280.90,8.32,14.89,111.60,7.25,607.84,18.00,32.23
1987,3,292.50,8.34,15.10,112.10,7.25,630.12,17.97,32.53
1987,4,289.30,8.40,14.87,112.70,8.02,619.91,18.00,31.87
1987,5,289.10,8.46,14.65,113.10,8.61,617.29,18.06,31.27
1987,6,301.40,8.52,14.42,113.50,8.40,641.28,18.13,30.68
1987,7,310.10,8.57,14.90,113.80,8.45,658.05,18.18,31.62
1987,8,329.40,8.61,15.38,114.40,8.76,695.34,18.18,32.47
1987,9,318.70,8.66,15.86,115.00,9.42,669.25,18.19,33.30
1987,10,280.20,8.71,16.41,115.30,9.52,586.87,18.24,34.36
1987,11,245.00,8.76,16.95,115.40,8.86,512.70,18.33,35.48
1987,12,241.00,8.81,17.50,115.40,8.99,504.33,18.44,36.62
1988,1,250.50,8.86,17.86,115.70,8.67,522.85,18.49,37.28
1988,2,258.10,8.90,18.23,116.00,8.21,537.32,18.54,37.94
1988,3,265.70,8.95,18.59,116.50,8.37,550.77,18.55,38.53
1988,4,262.60,9.04,19.62,117.10,8.72,541.55,18.65,40.45
1988,5,256.10,9.14,20.64,117.50,9.09,526.35,18.78,42.43
1988,6,270.70,9.23,21.67,118.00,8.92,554.00,18.89,44.35
1988,7,269.10,9.31,22.02,118.50,9.06,548.40,18.97,44.88
1988,8,263.70,9.38,22.38,119.00,9.26,535.14,19.04,45.41
1988,9,268.00,9.46,22.73,119.80,8.98,540.23,19.07,45.82
1988,10,277.40,9.55,23.07,120.20,8.80,557.32,19.19,46.36
1988,11,271.00,9.64,23.42,120.30,8.96,544.01,19.35,47.01
1988,12,276.50,9.75,23.75,120.50,9.11,554.13,19.54,47.60
1989,1,285.40,9.81,24.16,121.10,9.09,569.13,19.57,48.18
1989,2,294.00,9.90,24.56,121.60,9.17,583.87,19.65,48.77
1989,3,292.70,10.01,24.96,122.30,9.36,577.96,19.77,49.29
1989,4,302.30,10.09,25.05,123.10,9.18,593.04,19.79,49.14
1989,5,313.90,10.19,25.13,123.80,8.86,612.31,19.88,49.03
1989,6,323.70,10.37,25.22,124.10,8.28,629.90,20.18,49.08
1989,7,331.90,10.42,24.71,124.40,8.02,644.30,20.23,47.97
1989,8,346.60,10.55,24.20,124.60,8.11,671.76,20.44,46.90
1989,9,347.30,10.73,23.69,125.00,8.19,670.96,20.73,45.77
1989,10,347.40,10.80,23.43,125.60,8.01,667.95,20.76,45.04
1989,11,340.20,10.92,23.16,125.90,7.87,652.54,20.95,44.43
1989,12,348.60,11.06,22.87,126.10,7.84,667.60,21.18,43.80
1990,1,339.97,11.14,22.49,127.40,8.21,644.43,21.12,42.63
1990,2,330.45,11.23,22.08,128.00,8.47,623.44,21.19,41.66
1990,3,338.46,11.32,21.67,128.70,8.59,635.08,21.24,40.66
1990,4,338.18,11.44,21.53,128.90,8.79,633.57,21.43,40.34
1990,5,350.25,11.55,21.40,129.20,8.76,654.66,21.59,39.99
1990,6,360.39,11.66,21.26,129.90,8.48,669.98,21.68,39.52
1990,7,360.03,11.73,21.42,130.40,8.47,666.75,21.72,39.67
1990,8,330.75,11.78,21.58,131.60,8.75,606.94,21.62,39.60
1990,9,315.41,11.83,21.74,132.70,8.89,573.99,21.53,39.56
1990,10,307.12,11.93,21.61,133.50,8.72,555.56,21.57,39.08
1990,11,315.29,12.01,21.47,133.80,8.39,569.06,21.68,38.76
1990,12,328.75,12.09,21.34,133.80,8.08,593.35,21.82,38.52
1991,1,325.49,12.11,21.18,134.60,8.09,583.97,21.72,38.01
1991,2,362.26,12.11,21.03,134.80,7.85,648.98,21.70,37.67
1991,3,372.28,12.11,20.94,135.00,8.11,665.94,21.66,37.46
1991,4,379.68,12.13,20.36,135.20,8.04,678.18,21.67,36.37
1991,5,377.99,12.14,19.86,135.60,8.07,673.17,21.62,35.36
1991,6,378.29,12.15,19.41,136.00,8.28,671.72,21.57,34.47
1991,7,380.23,12.19,18.84,136.20,8.27,674.17,21.62,33.40
1991,8,389.40,12.24,18.33,136.60,7.90,688.41,21.63,32.41
1991,9,387.20,12.28,17.82,137.20,7.65,681.53,21.61,31.37
1991,10,386.88,12.25,17.20,137.40,7.53,679.97,21.54,30.24
1991,11,385.92,12.23,16.59,137.80,7.42,676.32,21.43,29.07
1991,12,388.51,12.20,15.97,137.90,7.09,680.36,21.36,27.97
1992,1,416.08,12.24,16.05,138.10,7.03,727.59,21.40,28.06
1992,2,412.56,12.28,16.12,138.60,7.34,718.83,21.40,28.09
1992,3,407.36,12.32,16.19,139.30,7.54,706.20,21.36,28.07
1992,4,407.41,12.32,16.48,139.50,7.48,705.28,21.33,28.53
1992,5,414.81,12.32,16.77,139.70,7.39,717.06,21.30,28.98
1992,6,408.27,12.32,17.05,140.20,7.26,703.24,21.22,29.37
1992,7,415.05,12.34,17.38,140.50,6.84,713.39,21.22,29.87
1992,8,417.93,12.37,17.71,140.90,6.59,716.30,21.20,30.35
1992,9,418.48,12.40,18.04,141.30,6.42,715.21,21.19,30.83
1992,10,412.50,12.39,18.39,141.80,6.59,702.50,21.10,31.32
1992,11,422.84,12.38,18.74,142.00,6.87,719.10,21.06,31.87
1992,12,435.64,12.39,19.09,141.90,6.77,741.39,21.09,32.49
1993,1,435.23,12.41,19.34,142.60,6.60,737.06,21.02,32.75
1993,2,441.70,12.45,19.59,143.10,6.26,745.40,21.00,33.06
1993,3,450.16,12.48,19.84,143.60,5.98,757.03,20.99,33.36
1993,4,443.08,12.49,19.67,144.00,5.97,743.06,20.95,32.99
1993,5,445.25,12.51,19.50,144.20,6.04,745.66,20.94,32.66
1993,6,448.06,12.52,19.33,144.40,5.96,749.33,20.94,32.33
1993,7,447.29,12.52,19.69,144.40,5.81,748.04,20.94,32.93
1993,8,454.13,12.52,20.05,144.80,5.68,757.38,20.88,33.44
1993,9,459.24,12.52,20.41,145.10,5.36,764.32,20.84,33.97
1993,10,463.90,12.54,20.90,145.70,5.33,768.89,20.78,34.64
1993,11,462.89,12.56,21.39,145.80,5.72,766.69,20.80,35.43
1993,12,465.95,12.58,21.89,145.80,5.77,771.76,20.84,36.26
1994,1,472.99,12.62,22.16,146.20,5.75,781.28,20.85,36.60
1994,2,471.58,12.67,22.43,146.70,5.97,776.29,20.85,36.93
1994,3,463.81,12.71,22.71,147.20,6.48,760.91,20.85,37.26
1994,4,447.23,12.75,23.54,147.40,6.97,732.71,20.89,38.57
1994,5,450.90,12.80,24.37,147.50,7.18,738.23,20.95,39.90
1994,6,454.83,12.84,25.20,148.00,7.10,742.15,20.95,41.12
1994,7,451.40,12.87,25.91,148.40,7.30,734.56,20.94,42.16
1994,8,464.24,12.90,26.62,149.00,7.24,752.42,20.91,43.14
1994,9,466.96,12.92,27.33,149.40,7.46,754.80,20.88,44.18
1994,10,463.81,13.01,28.42,149.50,7.74,749.20,21.02,45.91
1994,11,461.01,13.10,29.51,149.70,7.96,743.69,21.13,47.60
1994,12,455.19,13.17,30.60,149.70,7.81,734.30,21.25,49.36
1995,1,465.25,13.18,31.25,150.30,7.78,747.53,21.18,50.21
1995,2,481.92,13.18,31.90,150.90,7.47,771.24,21.09,51.05
1995,3,493.15,13.17,32.55,151.40,7.20,786.60,21.01,51.92
1995,4,507.91,13.24,33.18,151.90,7.06,807.48,21.05,52.74
1995,5,523.81,13.31,33.80,152.20,6.63,831.11,21.11,53.63
1995,6,539.35,13.36,34.43,152.50,6.17,854.09,21.16,54.52
1995,7,557.37,13.44,34.68,152.50,6.28,882.62,21.28,54.92
1995,8,559.11,13.51,34.93,152.90,6.49,883.06,21.34,55.17
1995,9,578.77,13.58,35.18,153.20,6.20,912.32,21.41,55.45
1995,10,582.92,13.65,34.77,153.70,6.04,915.88,21.45,54.64
1995,11,595.53,13.72,34.37,153.60,5.93,936.30,21.57,54.03
1995,12,614.57,13.79,33.96,153.50,5.71,966.86,21.69,53.43
1996,1,614.42,13.89,33.99,154.40,5.65,960.99,21.73,53.16
1996,2,649.54,14.00,34.01,154.90,5.81,1012.64,21.82,53.03
1996,3,647.07,14.10,34.04,155.70,6.27,1003.61,21.87,52.80
1996,4,647.17,14.16,34.33,156.30,6.51,999.91,21.87,53.04
1996,5,661.23,14.21,34.62,156.60,6.74,1019.68,21.92,53.39
1996,6,668.50,14.27,34.91,156.70,6.91,1030.23,21.99,53.80
1996,7,644.07,14.40,35.27,157.00,6.87,990.68,22.15,54.26
1996,8,662.68,14.53,35.64,157.30,6.64,1017.36,22.31,54.71
1996,9,674.88,14.66,36.00,157.80,6.83,1032.81,22.44,55.09
1996,10,701.46,14.74,36.91,158.30,6.53,1070.10,22.49,56.31
1996,11,735.67,14.82,37.82,158.60,6.20,1120.16,22.57,57.59
1996,12,743.25,14.90,38.73,158.60,6.30,1131.70,22.69,58.97
1997,1,766.22,14.95,39.23,159.10,6.58,1163.01,22.70,59.55
1997,2,798.39,15.01,39.74,159.60,6.42,1208.05,22.71,60.13
1997,3,792.16,15.06,40.24,160.00,6.69,1195.62,22.73,60.74
1997,4,763.93,15.09,40.34,160.20,6.89,1151.58,22.75,60.81
1997,5,833.09,15.13,40.45,160.10,6.71,1256.61,22.82,61.01
1997,6,876.29,15.16,40.55,160.30,6.49,1320.13,22.84,61.09
1997,7,925.29,15.22,40.58,160.50,6.22,1392.21,22.90,61.06
1997,8,927.24,15.27,40.61,160.80,6.30,1392.54,22.94,60.99
1997,9,937.02,15.33,40.64,161.20,6.21,1403.74,22.97,60.88
1997,10,951.16,15.39,40.33,161.60,6.03,1421.39,22.99,60.27
1997,11,938.92,15.44,40.03,161.50,5.88,1403.97,23.09,59.85
1997,12,962.37,15.50,39.72,161.30,5.81,1440.82,23.21,59.47
1998,1,963.36,15.55,39.66,161.60,5.54,1439.62,23.24,59.27
1998,2,1023.74,15.60,39.60,161.90,5.57,1527.02,23.27,59.07
1998,3,1076.83,15.64,39.54,162.20,5.65,1603.24,23.29,58.87
1998,4,1112.20,15.75,39.35,162.50,5.64,1652.84,23.41,58.48
1998,5,1108.42,15.85,39.16,162.80,5.65,1644.19,23.51,58.09
1998,6,1108.39,15.95,38.97,163.00,5.50,1642.13,23.63,57.74
1998,7,1156.58,16.02,38.68,163.20,5.46,1711.42,23.70,57.23
1998,8,1074.62,16.08,38.38,163.40,5.34,1588.20,23.77,56.73
1998,9,1020.64,16.14,38.09,163.60,4.81,1506.57,23.82,56.22
1998,10,1032.47,16.17,37.96,164.00,4.53,1520.32,23.81,55.90
1998,11,1144.43,16.18,37.84,164.00,4.83,1685.18,23.83,55.71
1998,12,1190.05,16.20,37.71,163.90,4.65,1753.43,23.87,55.56
1999,1,1248.77,16.28,37.93,164.30,4.72,1835.47,23.93,55.76
1999,2,1246.58,16.37,38.16,164.50,5.00,1830.02,24.03,56.02
1999,3,1281.66,16.45,38.38,165.00,5.23,1875.82,24.08,56.17
1999,4,1334.76,16.45,39.26,166.20,5.18,1939.43,23.90,57.05
1999,5,1332.07,16.45,40.14,166.20,5.54,1935.52,23.90,58.32
1999,6,1322.55,16.45,41.02,166.20,5.90,1921.69,23.90,59.60
1999,7,1380.99,16.51,42.00,166.70,5.79,2000.58,23.92,60.84
1999,8,1327.49,16.58,42.98,167.10,5.94,1918.48,23.96,62.11
1999,9,1318.17,16.64,43.96,167.90,5.92,1895.93,23.93,63.23
1999,10,1300.01,16.66,45.36,168.20,6.11,1866.47,23.91,65.13
1999,11,1391.00,16.67,46.77,168.30,6.03,1995.93,23.92,67.10
1999,12,1428.68,16.69,48.17,168.30,6.28,2049.99,23.95,69.12
2000,1,1425.59,16.71,49.10,168.80,6.66,2039.50,23.91,70.24
2000,2,1388.87,16.74,50.02,169.80,6.52,1975.26,23.80,71.14
2000,3,1442.21,16.76,50.95,171.20,6.26,2034.35,23.64,71.87
2000,4,1461.36,16.74,51.27,171.30,5.99,2060.16,23.60,72.28
2000,5,1418.48,16.72,51.60,171.50,6.44,1997.38,23.54,72.65
2000,6,1461.96,16.70,51.92,172.40,6.10,2047.86,23.39,72.73
2000,7,1473.00,16.58,52.51,172.80,6.05,2058.55,23.18,73.39
2000,8,1485.46,16.47,53.11,172.80,5.83,2075.96,23.01,74.22
2000,9,1468.05,16.35,53.70,173.70,5.80,2041.00,22.73,74.66
2000,10,1390.14,16.32,52.47,174.00,5.74,1929.35,22.65,72.82
2000,11,1378.04,16.30,51.23,174.10,5.72,1911.46,22.60,71.06
2000,12,1330.93,16.27,50.00,174.00,5.24,1847.17,22.58,69.39
2001,1,1335.63,16.17,48.48,175.10,5.16,1842.05,22.30,66.86
2001,2,1305.75,16.07,46.96,175.80,5.10,1793.67,22.07,64.51
2001,3,1185.85,15.97,45.44,176.20,4.89,1625.27,21.89,62.28
2001,4,1189.84,15.88,42.56,176.90,5.14,1624.28,21.67,58.10
2001,5,1270.37,15.78,39.67,177.70,5.39,1726.41,21.45,53.92
2001,6,1238.71,15.69,36.79,178.00,5.28,1680.55,21.29,49.91
2001,7,1204.45,15.71,33.96,177.50,5.24,1638.67,21.37,46.21
2001,8,1178.50,15.72,31.14,177.50,4.97,1603.37,21.39,42.36
2001,9,1044.64,15.74,28.31,178.30,4.73,1414.87,21.32,38.34
2001,10,1076.59,15.74,27.10,177.70,4.57,1463.07,21.39,36.83
2001,11,1129.68,15.74,25.90,177.40,4.65,1537.81,21.43,35.25
2001,12,1144.93,15.74,24.69,176.70,5.09,1564.75,21.51,33.74
2002,1,1140.21,15.74,24.69,177.10,5.04,1554.78,21.46,33.67
2002,2,1100.67,15.73,24.70,177.80,4.91,1494.95,21.37,33.54
2002,3,1153.79,15.73,24.70,178.80,5.28,1558.33,21.25,33.36
2002,4,1111.93,15.83,25.38,179.80,5.21,1493.44,21.27,34.09
2002,5,1079.25,15.94,26.06,179.80,5.16,1449.55,21.40,35.00
2002,6,1014.02,16.04,26.74,179.90,4.93,1361.18,21.53,35.89
2002,7,903.59,15.96,27.84,180.10,4.65,1211.60,21.40,37.33
2002,8,912.55,15.88,28.94,180.70,4.26,1219.55,21.22,38.68
2002,9,867.81,15.80,30.04,181.00,3.87,1157.84,21.08,40.08
2002,10,854.63,15.89,29.22,181.30,3.94,1138.37,21.17,38.93
2002,11,909.93,15.98,28.41,181.30,4.05,1212.03,21.29,37.84
2002,12,899.18,16.07,27.59,180.90,4.03,1200.35,21.45,36.83
2003,1,895.84,16.12,28.50,181.70,4.05,1190.63,21.42,37.88
2003,2,837.03,16.17,29.41,183.10,3.90,1103.96,21.33,38.79
2003,3,846.63,16.22,30.32,184.20,3.81,1109.96,21.26,39.75
2003,4,890.03,16.20,31.73,183.80,3.96,1169.39,21.29,41.69
2003,5,935.96,16.19,33.14,183.50,3.57,1231.75,21.30,43.61
2003,6,988.00,16.17,34.55,183.70,3.33,1298.82,21.26,45.42
2003,7,992.54,16.31,35.89,183.90,3.98,1303.37,21.42,47.13
2003,8,989.53,16.45,37.24,184.60,4.45,1294.49,21.52,48.71
2003,9,1019.44,16.59,38.58,185.20,4.27,1329.30,21.63,50.31
2003,10,1038.73,16.86,41.97,185.00,4.29,1355.91,22.00,54.78
2003,11,1049.90,17.12,45.35,184.50,4.30,1374.21,22.41,59.36
2003,12,1080.64,17.39,48.74,184.30,4.27,1415.98,22.79,63.86
2004,1,1132.52,17.60,49.83,185.20,4.15,1476.75,22.95,64.97
2004,2,1143.36,17.81,50.91,186.20,4.08,1482.88,23.10,66.03
2004,3,1123.98,18.02,52.00,187.40,3.83,1448.41,23.22,67.01
2004,4,1133.36,18.21,53.38,188.00,4.35,1455.83,23.40,68.57
2004,5,1102.78,18.41,54.77,189.10,4.72,1408.31,23.51,69.94
2004,6,1132.76,18.60,56.15,189.70,4.73,1442.02,23.68,71.48
2004,7,1105.85,18.79,56.69,189.40,4.50,1410.00,23.95,72.28
2004,8,1088.94,18.97,57.23,189.50,4.28,1387.70,24.18,72.93
2004,9,1117.66,19.16,57.77,189.90,4.13,1421.30,24.37,73.46
2004,10,1117.21,19.25,58.03,190.90,4.10,1413.29,24.36,73.41
2004,11,1168.94,19.35,58.29,191.00,4.19,1477.95,24.46,73.70
2004,12,1199.21,19.44,58.55,190.30,4.23,1521.80,24.67,74.30
2005,1,1181.41,19.70,59.11,190.70,4.22,1496.07,24.95,74.85
2005,2,1199.63,19.97,59.66,191.80,4.17,1510.43,25.14,75.12
2005,3,1194.90,20.23,60.22,193.30,4.50,1492.80,25.27,75.23
2005,4,1164.43,20.46,61.23,194.60,4.34,1445.01,25.39,75.99
2005,5,1178.28,20.70,62.25,194.40,4.14,1463.71,25.71,77.33
2005,6,1202.25,20.93,63.26,194.50,4.00,1492.71,25.99,78.54
2005,7,1222.24,21.11,64.33,195.40,4.18,1510.54,26.09,79.50
2005,8,1224.27,21.29,65.40,196.40,4.26,1505.35,26.18,80.42
