,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
Robert J. Shiller,,,,,,,,,,Adjusted
,,,,,,,,,,Price
,,,,  Consumer,,,,,,Earnings
,S&P,,,Price,,Long,,,,Ratio
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,93.92,5.78,8.20,NA
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,96.18,5.95,8.43,NA
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,97.72,6.18,8.73,NA
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,97.53,6.23,8.78,NA
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,97.53,6.28,8.83,NA
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,90.07,6.33,8.88,NA
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,84.13,6.53,9.14,NA
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,83.72,6.79,9.48,NA
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,89.44,6.68,9.31,NA
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,92.85,6.58,9.17,NA
1874.02,4.80,0.33,0.46,12.37,1874.13,5.44,95.64,6.58,9.17,NA
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,94.25,6.58,9.17,NA
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,93.09,6.68,9.31,NA
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,91.37,6.73,9.38,NA
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,93.17,6.89,9.61,NA
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,92.42,6.84,9.53,NA
1874.08,4.47,0.33,0.46,11.80,1874.63,5.24,93.37,6.89,9.61,NA
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,94.84,6.89,9.61,NA
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,96.18,7.01,9.77,NA
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,97.83,7.06,9.85,NA
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,97.19,7.06,9.85,NA
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,97.19,7.01,9.67,NA
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,96.97,6.96,9.49,NA
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,98.26,6.90,9.31,NA
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,98.73,6.79,9.06,NA
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,97.30,6.91,9.11,NA
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,96.97,6.97,9.08,NA
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,97.19,6.92,8.89,NA
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,96.81,6.80,8.63,NA
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,96.75,6.81,8.52,NA
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,95.20,6.75,8.34,NA
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,97.58,6.75,8.22,NA
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,98.43,6.76,8.11,NA
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,101.34,6.82,8.03,NA
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,102.70,6.82,7.88,NA
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,102.47,6.82,7.73,NA
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,99.48,6.88,7.64,NA
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,99.33,7.13,7.76,NA
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,101.41,7.33,7.82,NA
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,100.19,7.33,7.66,NA
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,95.14,7.26,7.42,NA
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,88.50,7.20,7.20,NA
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,86.42,7.06,6.91,NA
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,84.01,7.00,6.69,NA
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,82.06,6.88,6.42,NA
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,79.96,6.55,6.35,NA
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,77.25,6.51,6.55,NA
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,76.74,6.60,6.90,NA
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,69.23,6.20,6.75,NA
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,67.99,5.88,6.67,NA
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,66.71,5.99,7.09,NA
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,68.99,5.71,7.06,NA
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,76.70,5.70,7.38,NA
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,82.28,5.52,7.49,NA
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,84.06,5.29,7.53,NA
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,84.44,5.16,7.73,NA
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,84.18,4.92,7.77,NA
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,86.79,5.05,8.03,NA
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,85.80,5.08,8.14,NA
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,89.28,5.17,8.34,NA
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,92.75,5.20,8.45,NA
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,96.13,5.35,8.76,NA
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,100.37,5.45,8.98,NA
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,101.28,5.36,8.90,NA
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,99.29,5.28,8.83,NA
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,101.31,5.25,8.85,NA
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,101.28,5.29,8.97,NA
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,102.14,5.32,9.10,NA
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,103.91,5.42,9.34,NA
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,106.59,5.41,9.40,NA
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,109.20,5.40,9.47,NA
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,108.67,5.51,9.75,NA
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,113.55,5.62,10.04,NA
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,118.67,5.67,10.22,NA
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,120.68,5.79,10.51,NA
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,121.68,5.77,10.57,NA
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,122.59,5.82,10.74,NA
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,122.82,5.68,10.55,NA
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,128.96,5.42,10.15,NA
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,128.99,5.19,9.79,NA
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,124.94,5.08,9.65,NA
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,126.06,5.06,9.60,NA
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,128.28,5.18,9.83,NA
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,129.51,5.25,9.96,NA
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,131.54,5.59,10.58,NA
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,124.80,5.89,11.14,NA
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,127.91,6.14,11.62,NA
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,133.79,6.28,11.86,NA
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,138.59,6.41,12.10,NA
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,136.91,6.48,12.22,NA
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,140.88,6.61,12.47,NA
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,146.78,6.67,12.58,NA
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,151.27,6.73,12.69,NA
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,161.96,6.93,12.71,18.47
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,159.82,6.99,12.48,18.15
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,161.63,7.12,12.37,18.27
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,159.52,7.18,12.14,17.95
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,168.37,7.38,12.15,18.87
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,170.44,7.51,12.04,19.03
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,162.85,7.57,11.82,18.12
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,155.92,7.54,11.49,17.29
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,151.30,7.38,10.95,16.72
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,147.50,7.43,10.75,16.26
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,149.85,7.63,10.75,16.48
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,145.49,7.75,10.65,15.96
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,143.31,7.75,10.63,15.68
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,138.87,7.67,10.51,15.15
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,138.63,7.67,10.49,15.09
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,137.35,7.60,10.38,14.92
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,134.46,7.54,10.26,14.57
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,132.55,7.47,10.15,14.33
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,141.29,7.54,10.22,15.24
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,144.21,7.47,10.11,15.53
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,149.66,7.67,10.37,16.08
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,146.94,7.75,10.45,15.76
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,141.98,7.82,10.53,15.19
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,144.07,7.89,10.61,15.38
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,143.33,7.91,10.55,15.27
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,138.80,7.86,10.39,14.76
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,141.85,7.96,10.42,15.05
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,146.20,8.05,10.46,15.48
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,145.10,8.15,10.50,15.34
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,150.75,8.42,10.75,15.90
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,151.45,8.61,10.90,15.95
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,144.58,8.64,10.84,15.20
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,147.67,8.75,10.88,15.49
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,143.67,8.77,10.82,15.05
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,147.32,8.88,10.86,15.41
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,142.60,8.81,10.68,14.90
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,138.33,8.77,10.48,14.43
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,142.06,8.72,10.28,14.81
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,141.53,8.68,10.08,14.74
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,137.97,8.82,10.09,14.35
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,129.51,8.96,10.10,13.47
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,124.22,8.91,9.89,12.91
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,125.57,8.96,9.78,13.04
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,133.45,8.92,9.57,13.86
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,130.65,8.97,9.46,13.57
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,127.79,9.02,9.35,13.27
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,128.04,9.17,9.35,13.30
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,129.21,9.23,9.23,13.43
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,126.24,9.06,9.13,13.13
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,128.63,8.78,8.93,13.38
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,131.92,8.81,9.04,13.73
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,130.11,8.54,8.83,13.55
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,131.65,8.56,8.94,13.71
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,134.19,8.58,9.05,13.98
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,137.53,8.30,8.84,14.33
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,145.24,8.12,8.74,15.13
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,145.12,8.04,8.74,15.12
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,153.54,7.86,8.64,15.99
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,161.58,7.58,8.43,16.82
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,156.62,7.23,8.13,16.30
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,160.35,7.35,8.48,16.69
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,163.43,7.30,8.63,17.01
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,161.97,7.33,8.89,16.84
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,161.73,7.37,9.16,16.80
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,162.54,7.50,9.55,16.86
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,172.14,7.54,9.84,17.83
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,172.58,7.39,9.88,17.85
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,171.72,7.25,9.91,17.72
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,176.20,7.20,10.07,18.15
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,180.68,7.14,10.23,18.56
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,185.16,7.09,10.39,18.97
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,178.16,6.95,10.42,18.19
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,172.07,6.86,10.25,17.51
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,168.82,6.86,10.21,17.13
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,172.79,6.93,10.28,17.47
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,176.75,7.01,10.36,17.82
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,179.79,7.09,10.44,18.08
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,176.69,7.25,10.64,17.71
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,174.45,7.41,10.84,17.43
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,168.06,7.40,10.79,16.74
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,167.90,7.57,11.00,16.68
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,160.35,7.55,10.95,15.88
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,161.51,7.54,10.89,15.95
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,156.90,7.44,10.72,15.46
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,156.30,7.31,10.35,15.36
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,157.20,7.35,10.22,15.42
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,151.25,7.29,9.97,14.81
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,153.61,7.33,9.84,15.02
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,157.55,7.37,9.70,15.39
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,154.49,7.40,9.56,15.08
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,156.63,7.26,9.19,15.28
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,159.99,7.21,8.94,15.60
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,163.95,7.16,8.68,15.99
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,161.14,7.03,8.33,15.72
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,156.01,6.90,7.99,15.22
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,153.03,6.85,7.74,14.95
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,161.58,7.07,8.12,15.80
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,165.40,7.12,8.32,16.19
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,163.94,7.19,8.53,16.07
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,163.63,7.16,8.63,16.05
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,172.25,7.31,8.96,16.92
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,175.17,7.29,9.07,17.22
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,171.60,7.26,9.17,16.89
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,173.87,7.23,9.28,17.13
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,175.88,7.12,9.27,17.35
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,172.68,7.09,9.38,17.05
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,171.08,7.06,9.49,16.91
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,168.05,6.95,9.48,16.61
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,174.19,7.12,9.69,17.22
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,172.25,7.12,9.66,17.03
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,170.96,7.12,9.63,16.90
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,174.52,7.12,9.61,17.26
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,179.72,7.04,9.46,17.79
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,178.44,7.04,9.43,17.68
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,177.16,7.04,9.41,17.59
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,166.82,6.78,9.04,16.60
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,162.12,6.70,8.91,16.17
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,154.81,6.70,8.89,15.48
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,146.99,6.87,9.08,14.75
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,143.56,6.87,9.05,14.44
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,152.89,6.95,9.29,15.43
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,152.92,6.87,9.31,15.48
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,148.32,6.78,9.33,15.05
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,151.45,6.70,9.35,15.41
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,152.64,6.78,9.58,15.57
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,153.20,6.95,9.95,15.66
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,152.54,7.04,10.21,15.62
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,157.65,7.04,10.34,16.16
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,172.58,7.12,10.60,17.71
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,172.58,7.12,10.74,17.72
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,172.14,7.21,11.01,17.67
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,177.38,7.21,11.15,18.21
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,185.35,7.46,11.52,19.02
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,185.69,7.51,11.61,19.04
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,192.72,7.77,12.00,19.74
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,194.97,7.94,12.25,19.94
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,194.97,7.99,12.34,19.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,193.92,8.05,12.43,19.77
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,188.82,7.90,12.18,19.21
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,189.06,7.85,12.11,19.20
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,184.35,7.91,12.19,18.69
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,188.05,7.96,12.28,19.04
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,182.63,7.81,12.05,18.46
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,178.40,7.77,11.98,18.01
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,175.08,7.51,11.26,17.66
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,169.91,7.45,10.85,17.13
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,167.73,7.66,10.82,16.90
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,169.81,7.78,10.66,17.10
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,156.71,7.91,10.50,15.78
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,153.09,8.14,10.46,15.42
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,142.46,8.38,10.42,14.35
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,144.77,8.75,10.53,14.59
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,148.94,8.44,9.80,15.01
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,151.38,8.35,9.36,15.27
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,157.83,8.61,9.30,15.94
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,154.37,8.75,9.10,15.61
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,155.42,8.88,9.06,15.74
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,159.79,8.88,8.88,16.20
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,169.31,9.01,8.82,17.19
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,171.56,8.89,8.51,17.43
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,165.18,8.76,8.19,16.81
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,162.92,8.63,7.88,16.61
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,159.54,8.51,7.57,16.29
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,160.89,8.15,7.05,16.46
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,161.17,7.91,6.66,16.52
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,160.60,8.02,6.54,16.50
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,160.60,7.89,6.23,16.54
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,161.42,7.88,6.01,16.67
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,159.54,7.82,6.29,16.52
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,157.29,7.76,6.57,16.33
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,157.29,7.70,6.85,16.36
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,157.21,7.31,6.84,16.39
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,163.58,7.16,7.01,17.08
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,164.52,7.00,7.18,17.21
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,167.48,7.04,7.54,17.55
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,172.32,7.08,7.91,18.07
