Date,Real Price,Real Dividend,Real Earnings
2007.06,1751.97,30.28,98.26
2007.07,1759.97,30.60,95.84
2007.08,1686.57,30.97,93.58
2007.09,1731.08,31.20,90.88
2007.10,1776.46,31.42,85.91
2007.11,1678.49,31.52,80.66
2007.12,1697.79,31.83,75.96
2008.01,1574.66,31.89,73.38
2008.02,1542.89,32.01,70.97
2008.03,1486.81,31.95,68.18
2008.04,1537.92,31.91,64.39
2008.05,1561.52,31.80,60.51
2008.06,1477.67,31.63,56.59
2008.07,1377.98,31.52,54.32
2008.08,1410.06,31.69,52.55
2008.09,1340.92,31.79,50.63
2008.10,1078.39,31.94,39.62
2008.11,1002.12,32.39,28.64
2008.12,1006.31,32.56,17.06
2009.01,988.27,31.98,13.94
2009.02,914.82,31.40,10.83
2009.03,858.08,30.89,7.77
2009.04,958.85,30.19,8.00
2009.05,1017.25,29.47,8.22
2009.06,1035.09,28.60,8.39
2009.07,1047.59,28.02,10.28
2009.08,1127.80,27.32,12.13
2009.09,1165.96,26.68,14.00
2009.10,1190.61,26.10,28.27
2009.11,1212.51,25.53,42.52
2009.12,1239.55,25.02,56.90
2010.01,1250.02,24.74,60.40
2010.02,1211.42,24.55,64.08
2010.03,1276.13,24.26,67.49
2010.04,1323.98,24.27,69.65
2010.05,1243.11,24.30,71.87
2010.06,1198.20,24.38,74.21
2010.07,1194.02,24.49,75.95
2010.08,1200.63,24.57,77.60
2010.09,1238.34,24.67,79.31
2010.10,1291.36,24.77,81.22
2010.11,1320.90,24.90,83.21
2010.12,1365.54,25.00,85.08
2011.01,1404.04,25.14,86.12
2011.02,1439.09,25.27,87.13
2011.03,1407.25,25.28,87.72
2011.04,1427.21,25.44,88.07
2011.05,1427.78,25.64,88.57
2011.06,1374.83,26.00,89.57
2011.07,1414.05,26.27,90.60
2011.08,1261.31,26.50,91.45
2011.09,1247.25,26.75,92.42
2011.10,1285.33,27.25,92.60
2011.11,1306.87,27.72,92.66
2011.12,1328.16,28.23,92.88
2012.01,1383.24,28.44,93.04
2012.02,1432.14,28.64,93.19
2012.03,1459.97,28.74,93.05
2012.04,1452.63,28.99,92.55
2012.05,1406.96,29.37,92.44
2012.06,1390.34,29.75,92.36
2012.07,1430.81,30.24,92.01
2012.08,1468.58,30.52,91.01
2012.09,1503.70,30.83,90.11
2012.10,1498.45,31.41,90.15
2012.11,1460.23,32.14,90.58
2012.12,1493.34,32.81,90.83
2013.01,1549.77,33.01,90.98
2013.02,1570.32,33.04,90.65
2013.03,1606.11,33.25,90.83
2013.04,1628.39,33.69,92.04
2013.05,1697.04,34.03,93.00
2013.06,1671.23,34.35,93.90
2013.07,1722.08,34.72,95.04
2013.08,1721.46,35.07,96.10
2013.09,1737.05,35.42,97.16
2013.10,1775.45,35.71,99.42
2013.11,1844.77,35.99,101.63
2013.12,1870.01,36.19,103.65
2014.01,1878.10,36.49,103.49
2014.02,1865.72,36.78,103.33
2014.03,1901.20,36.96,102.89
2014.04,1895.71,37.23,103.32
2014.05,1914.96,37.49,103.73
2014.06,1969.38,37.81,104.30
2014.07,1996.46,38.20,105.30
2014.08,1988.08,38.64,106.43
2014.09,2018.69,38.98,107.31
2014.10,1966.95,39.40,106.35
2014.11,2087.17,39.94,105.68
2014.12,2109.03,40.49,105.04
2015.01,2092.09,41.15,104.48
2015.02,2138.52,41.44,102.98
2015.03,2123.61,41.67,101.33
2015.04,2134.46,41.90,99.65
2015.05,2140.95,42.00,97.68
2015.06,2120.69,42.17,95.88
2015.07,2115.35,42.42,94.44
2015.08,2063.45,42.74,93.14
2015.09,1969.95,43.07,91.85
2015.10,2052.33,43.39,90.50
2015.11,2113.36,43.77,89.29
2015.12,2093.56,44.22,88.19
2016.01,1952.25,44.32,88.02
2016.02,1936.23,44.45,87.91
2016.03,2046.90,44.42,87.51
2016.04,2091.24,44.41,87.26
2016.05,2072.79,44.42,87.06
2016.06,2084.35,44.47,86.94
2016.07,2152.86,44.73,
2016.08,2172.95,44.88,
2016.09,2154.50,44.96,
2016.10,2137.19,45.13,
2016.11,2162.46,45.42,
2016.12,2245.75,45.68,
